,station_id,station_name,station_name_kana,fuken_id,type,Latitude (degree),Latitude (minute),latitude,Longitude (degree),Longitude (minute),longitude,height,f_pre,f_wsd,f_tem,f_sun,f_snc,End_year,End_month,End_day,obs_ended,note1,note2,note3,note4,note5,amedas_id1,amedas_id2,station_name_roman
1254,1320,赤名,アカナ,68,A,35,0.1,35.0016666667,132,42.7,132.711666667,444,Y,Y,Y,Y,Y,9999,99,99,,,,,,,68306,68905,Akana
1255,1321,弥栄,ヤサカ,68,A,34,46.6,34.7766666667,132,6.5,132.108333333,380,Y,Y,Y,Y,Y,9999,99,99,,,,,,,68431,68915,Yasaka
1256,1322,六日市,ムイカイチ,68,A,34,21.2,34.3533333333,131,56.1,131.935,311,Y,Y,Y,Y,N,2006,10,31,2006-10-31 00:00:00,,,,,,,,Muikaichi
1257,1336,福光,フクミツ,68,A,35,4.2,35.07,132,19.9,132.331666667,8,Y,N,N,N,N,9999,99,99,,,,,,,68286,,Fukumitsu
1258,1362,原山,ハラヤマ,68,A,34,51.9,34.865,132,24.3,132.405,741,Y,N,N,N,N,2004,10,29,2004-10-29 00:00:00,,,,,,,,Harayama
1259,1473,西郷岬,サイゴウミサキ,68,A,36,10.7,36.1783333333,133,19.4,133.323333333,80,Y,Y,Y,N,N,9999,99,99,,,,,,,68046,,Saigoumisaki
1260,1474,高津,タカツ,68,A,34,40.5,34.675,131,47.4,131.79,54,Y,Y,Y,N,N,9999,99,99,,,,,,,68456,,Takatsu
1261,1592,吉賀,ヨシカ,68,A,34,23.5,34.3916666667,131,53.6,131.893333333,250,Y,Y,Y,Y,N,9999,99,99,,,,,,,68541,,Yoshika
1262,47742,境,サカイ,69,S,35,32.6,35.5433333333,133,14.1,133.235,2,Y,Y,Y,Y,Y,9999,99,99,,,,,,,69006,69910,Sakai
1263,0709,青谷,アオヤ,69,A,35,31.2,35.52,133,59.8,133.996666667,13,Y,Y,Y,Y,N,9999,99,99,,,,,,,69041,,Aoya
1264,47746,鳥取,トツトリ,69,S,35,29.2,35.4866666667,134,14.3,134.238333333,7.1,Y,Y,Y,Y,Y,9999,99,99,,,,,,,69122,69940,Totsutori
1265,0711,岩井,イワイ,69,A,35,33.5,35.5583333333,134,21.6,134.36,19,Y,Y,Y,Y,N,9999,99,99,,,,,,,69061,,Iwai
1266,47744,米子,ヨナゴ,69,S,35,26,35.4333333333,133,20.3,133.338333333,6.4,Y,Y,Y,Y,Y,9999,99,99,,,,,,,69076,69930,Yonago
1267,0713,倉吉,クラヨシ,69,A,35,28.4,35.4733333333,133,50.3,133.838333333,8,Y,Y,Y,Y,Y,9999,99,99,,,,,,,69101,69900,Kurayoshi
1268,0714,菅俵原,スゲタワラ,69,A,35,25.1,35.4183333333,133,59.3,133.988333333,713,Y,N,N,N,N,1981,11,19,1981-11-19 00:00:00,,,,,,,,Sugetawara
1269,0715,霊石山,レイセキサン,69,A,35,24.7,35.4116666667,134,12.8,134.213333333,320,Y,N,N,N,N,1981,11,27,1981-11-27 00:00:00,,,,,,,,Reisekisan
1270,0716,大山,ダイセン,69,A,35,23.6,35.3933333333,133,32.2,133.536666667,875,Y,N,N,N,Y,9999,99,99,,,,,,,69152,69905,Daisen
1271,0717,古峠山,コトウヤマ,69,A,35,16.1,35.2683333333,133,26.3,133.438333333,594,Y,N,N,N,N,1981,11,6,1981-11-06 00:00:00,,,,,,,,Kotouyama
1272,0718,智頭,チズ,69,A,35,15.8,35.2633333333,134,14.4,134.24,182,Y,Y,Y,Y,Y,9999,99,99,,,,,,,69246,69915,Chizu
1273,0938,日南,ニチナン,69,A,35,9.9,35.165,133,19.3,133.321666667,290,Y,N,N,N,N,1978,11,15,1978-11-15 00:00:00,,,,,,,,Nichinan
1274,1177,関金,セキガネ,69,A,35,22.7,35.3783333333,133,45.4,133.756666667,150,Y,N,N,N,N,9999,99,99,,,,,,,69161,,Sekigane
1275,1178,若桜,ワカサ,69,A,35,20,35.3333333333,134,24.3,134.405,231,Y,N,N,N,N,9999,99,99,,,,,,,69196,,Wakasa
1276,1231,塩津,シオツ,69,A,35,31.4,35.5233333333,133,34,133.566666667,15,Y,Y,Y,Y,N,9999,99,99,,2007年3月31日までの地点名「下市」,,,,,69021,,Shiotsu
1277,1304,茶屋,チャヤ,69,A,35,11.2,35.1866666667,133,13.8,133.23,490,Y,Y,Y,Y,N,9999,99,99,,,,,,,69271,,Chaya
1278,1385,佐治,サジ,69,A,35,19.7,35.3283333333,134,6.8,134.113333333,210,Y,N,N,N,N,9999,99,99,,,,,,,69181,,Saji
1279,1389,江尾,エビ,69,A,35,17.3,35.2883333333,133,29,133.483333333,155,Y,N,N,N,N,9999,99,99,,,,,,,69222,,Ebi
1280,1391,鹿野,シカノ,69,A,35,24.8,35.4133333333,134,1,134.016666667,210,Y,N,N,N,N,9999,99,99,,,,,,,69111,,Shikano
1281,1519,湖山,コヤマ,69,A,35,31.8,35.53,134,9.9,134.165,15,Y,Y,Y,N,N,9999,99,99,,,,,,,69052,,Koyama
1282,0719,大山寺,タイサンジ,71,A,34,9.8,34.1633333333,134,23.6,134.393333333,690,Y,N,N,N,N,2008,3,19,2008-03-19 00:00:00,,,,,,,,Taisanji
1283,0720,池田,イケダ,71,A,34,1.4,34.0233333333,133,47.8,133.796666667,205,Y,Y,Y,Y,N,9999,99,99,,,,,,,71066,,Ikeda
1284,47895,徳島,トクシマ,71,S,34,4,34.0666666667,134,34.4,134.573333333,1.6,Y,Y,Y,Y,Y,9999,99,99,,,,,,,71106,,Tokushima
1285,0722,江田山,エダヤマ,71,A,33,55.3,33.9216666667,134,15.9,134.265,1100,Y,N,N,N,N,1978,11,4,1978-11-04 00:00:00,,,,,,,,Edayama
1286,0723,太竜寺山,タイリュウジヤマ,71,A,33,52.4,33.8733333333,134,31.7,134.528333333,600,Y,N,N,N,N,2008,3,19,2008-03-19 00:00:00,,,,,,,,Tairyuujiyama
1287,0724,日和佐,ヒワサ,71,A,33,43.9,33.7316666667,134,32.3,134.538333333,3,Y,Y,Y,Y,N,9999,99,99,,,,,,,71266,,Hiwasa
1288,0725,宍喰,シシクイ,71,A,33,33.8,33.5633333333,134,18.3,134.305,4,Y,Y,Y,Y,N,2009,2,18,2009-02-18 00:00:00,,,,,,,,Shishikui
1289,0972,穴吹,アナブキ,71,A,34,2.4,34.04,134,9.4,134.156666667,160,Y,Y,Y,Y,N,9999,99,99,,,,,,,71087,,Anabuki
1290,1098,福原旭,フクハラアサヒ,71,A,33,52.7,33.8783333333,134,23.3,134.388333333,290,Y,N,N,N,N,9999,99,99,,,,,,,71211,,Fukuharaasahi
1291,1242,蒲生田,ガモウダ,71,A,33,50.2,33.8366666667,134,44.5,134.741666667,10,Y,Y,Y,Y,N,9999,99,99,,,,,,,71231,,Gamouda
1292,1252,京上,キョウジョウ,71,A,33,52,33.8666666667,133,54.2,133.903333333,560,Y,Y,Y,Y,N,9999,99,99,,,,,,,71191,,Kyoujou
1293,1327,半田,ハンダ,71,A,33,59.4,33.99,134,2.2,134.036666667,228,Y,N,N,N,N,9999,99,99,,,,,,,71136,,Handa
1294,1352,木頭,キトウ,71,A,33,46.3,33.7716666667,134,12.3,134.205,330,Y,Y,Y,Y,N,9999,99,99,,,,,,,71251,,Kitou
1295,1358,旭丸,アサヒマル,71,A,33,56,33.9333333333,134,19.6,134.326666667,1200,Y,N,N,N,N,2009,11,20,2009-11-20 00:00:00,,,,,,,,Asahimaru
1296,47894,剣山,ツルギサン,71,S,33,51.2,33.8533333333,134,5.8,134.096666667,1944.8,Y,Y,Y,Y,Y,2001,3,31,2001-03-31 00:00:00,,,,,,,,Tsurugisan
1297,1604,海陽,カイヨウ,71,A,33,36.7,33.6116666667,134,21.3,134.355,5,Y,Y,Y,Y,N,9999,99,99,,,,,,,71291,,Kaiyou
1298,0726,内海,ウチノミ,72,A,34,28.3,34.4716666667,134,16.4,134.273333333,20,Y,Y,Y,Y,N,9999,99,99,,,,,,,72061,,Uchinomi
1299,47891,高松,タカマツ,72,S,34,19,34.3166666667,134,3.2,134.053333333,8.7,Y,Y,Y,Y,Y,9999,99,99,,,,,,,72086,,Takamatsu
1300,47890,多度津,タドツ,72,S,34,16.5,34.275,133,45.1,133.751666667,3.7,Y,Y,Y,Y,Y,9999,99,99,,,,,,,72111,,Tadotsu
1301,0729,滝宮,タキノミヤ,72,A,34,14.2,34.2366666667,133,55.4,133.923333333,60,Y,Y,Y,Y,N,9999,99,99,,,,,,,72121,,Takinomiya
1302,0730,引田,ヒケタ,72,A,34,12.8,34.2133333333,134,24.4,134.406666667,12,Y,Y,Y,Y,N,9999,99,99,,,,,,,72146,,Hiketa
1303,0731,竜王山,リュウオウザン,72,A,34,6.8,34.1133333333,134,3,134.05,1040,Y,N,N,N,N,9999,99,99,,,,,,,72176,,Ryuuouzan
1304,1239,財田,サイタ,72,A,34,7.2,34.12,133,46.3,133.771666667,65,Y,Y,Y,Y,N,9999,99,99,,,,,,,72161,,Saita
1305,1475,香南,コウナン,72,A,34,12.8,34.2133333333,134,0.9,134.015,185,Y,Y,Y,N,N,9999,99,99,,,,,,,72126,,Kounan
1306,0732,大三島,オオミシマ,73,A,34,15,34.25,133,0.4,133.006666667,9,Y,Y,Y,Y,N,9999,99,99,,,,,,,73001,,Oomishima
1307,0733,玉川,タマガワ,73,A,34,1.1,34.0183333333,132,56.4,132.94,67,Y,N,N,N,N,9999,99,99,,,,,,,73071,,Tamagawa
1308,0734,新居浜,ニイハマ,73,A,33,57.6,33.96,133,16.9,133.281666667,6,Y,Y,Y,Y,N,9999,99,99,,,,,,,73136,,Niihama
1309,0735,四国中央,シコクチュウオウ,73,A,33,58.9,33.9816666667,133,34.9,133.581666667,75,Y,Y,Y,Y,N,9999,99,99,,2009年2月9日までの地点名「三島」,,,,,73151,,Shikokuchuuou
1310,47887,松山,マツヤマ,73,S,33,50.6,33.8433333333,132,46.6,132.776666667,32.2,Y,Y,Y,Y,Y,9999,99,99,,,,,,,73166,,Matsuyama
1311,0737,上林,カミハヤシ,73,A,33,44.3,33.7383333333,132,53.4,132.89,460,Y,N,N,N,N,9999,99,99,,,,,,,73231,,Kamihayashi
1312,0738,成就社,ジョウジュシャ,73,A,33,47.7,33.795,133,7.9,133.131666667,1280,Y,N,N,N,N,9999,99,99,,,,,,,73247,,Joujusha
1313,0739,長浜,ナガハマ,73,A,33,37,33.6166666667,132,28.8,132.48,4,Y,Y,Y,Y,N,9999,99,99,,,,,,,73256,,Nagahama
1314,0740,中山,ナカヤマ,73,A,33,38.3,33.6383333333,132,42.5,132.708333333,163,Y,N,N,N,N,9999,99,99,,,,,,,73271,,Nakayama
1315,0741,久万,クマ,73,A,33,39.8,33.6633333333,132,53.7,132.895,511,Y,Y,Y,Y,N,9999,99,99,,,,,,,73276,,Kuma
1316,0742,獅子越峠,シシゴエトウゲ,73,A,33,32.6,33.5433333333,132,49.9,132.831666667,1000,Y,N,N,N,N,9999,99,99,,,,,,,73321,,Shishigoetouge
1317,0743,八幡浜,ヤワタハマ,73,A,33,26.9,33.4483333333,132,26,132.433333333,8,Y,N,N,N,N,9999,99,99,,,,,,,73351,,Yawatahama
1318,47892,宇和島,ウワジマ,73,S,33,13.6,33.2266666667,132,33.1,132.551666667,2.4,Y,Y,Y,Y,Y,9999,99,99,,,,,,,73442,,Uwajima
1319,0745,御荘,ミショウ,73,A,32,57.8,32.9633333333,132,34.2,132.57,12,Y,Y,Y,Y,N,9999,99,99,,,,,,,73516,,Mishou
1320,0958,西条,サイジョウ,73,A,33,54.9,33.915,133,4.8,133.08,4,Y,Y,Y,Y,N,9999,99,99,,2007年2月15日までの地点名「丹原」,,,,,73126,,Saijou
1321,0959,大洲,オオズ,73,A,33,30.5,33.5083333333,132,32.1,132.535,20,Y,Y,Y,Y,N,9999,99,99,,,,,,,73306,,Oozu
1322,0960,三崎,ミサキ,73,A,33,23.2,33.3866666667,132,7.3,132.121666667,2,Y,Y,Y,Y,N,1997,7,30,1997-07-30 00:00:00,,,,,,,,Misaki
1323,0961,宇和,ウワ,73,A,33,22,33.3666666667,132,30.2,132.503333333,200,Y,Y,Y,Y,N,9999,99,99,,,,,,,73406,,Uwa
1324,1077,今治,イマバリ,73,A,34,4.6,34.0766666667,132,59.4,132.99,2,Y,Y,Y,Y,N,9999,99,99,,,,,,,73076,,Imabari
1325,1260,富郷,トミサト,73,A,33,54.9,33.915,133,30.6,133.51,310,Y,N,N,N,N,9999,99,99,,,,,,,73152,,Tomisato
1326,1350,近永,チカナガ,73,A,33,15.2,33.2533333333,132,40.5,132.675,129,Y,Y,Y,Y,N,9999,99,99,,,,,,,73446,,Chikanaga
1327,1456,瀬戸,セト,73,A,33,26.8,33.4466666667,132,15.4,132.256666667,143,Y,Y,Y,Y,N,9999,99,99,,,,,,,73341,,Seto
1328,1521,松山南吉田,マツヤマミナミヨシダ,73,A,33,49.6,33.8266666667,132,41.9,132.698333333,4,Y,Y,Y,N,N,9999,99,99,,,,,,,73168,,Matsuyamaminamiyoshida
1329,0746,本山,モトヤマ,74,A,33,45.2,33.7533333333,133,34.5,133.575,252,Y,Y,Y,Y,N,9999,99,99,,,,,,,74071,,Motoyama
1330,0747,繁藤,シゲトウ,74,A,33,40.7,33.6783333333,133,41.1,133.685,346,Y,N,N,N,N,9999,99,99,,,,,,,74126,,Shigetou
1331,0748,佐川,サカワ,74,A,33,30.7,33.5116666667,133,16.3,133.271666667,80,Y,N,N,N,N,9999,99,99,,,,,,,74166,,Sakawa
1332,0749,成山,ナルヤマ,74,A,33,35.5,33.5916666667,133,24,133.4,737,Y,N,N,N,N,2009,11,20,2009-11-20 00:00:00,,,,,,,,Naruyama
1333,47893,高知,コウチ,74,S,33,34,33.5666666667,133,32.9,133.548333333,0.5,Y,Y,Y,Y,Y,9999,99,99,,,,,,,74181,,Kouchi
1334,0751,南国,ナンゴク,74,A,33,35.6,33.5933333333,133,38.6,133.643333333,10,Y,Y,Y,Y,N,1978,3,12,1978-03-12 00:00:00,,,,,,,,Nangoku
1335,0752,芸西,ゲイセイ,74,A,33,33.1,33.5516666667,133,50.3,133.838333333,420,Y,N,N,N,N,2009,11,20,2009-11-20 00:00:00,,,,,,,,Geisei
1336,0753,鳥形山,トリガタヤマ,74,A,33,28.8,33.48,133,5,133.083333333,835,Y,N,N,N,N,9999,99,99,,,,,,,74238,,Torigatayama
1337,0754,船戸,フナト,74,A,33,25,33.4166666667,133,5.3,133.088333333,426,Y,N,N,N,N,9999,99,99,,,,,,,74237,,Funato
1338,0755,安芸,アキ,74,A,33,29.3,33.4883333333,133,56,133.933333333,6,Y,Y,Y,Y,N,9999,99,99,,,,,,,74271,,Aki
1339,0756,須崎,スサキ,74,A,33,23.1,33.385,133,16.6,133.276666667,4,Y,Y,Y,Y,N,9999,99,99,,,,,,,74311,,Susaki
1340,0757,佐喜浜,サキハマ,74,A,33,23.6,33.3933333333,134,12.3,134.205,12,Y,N,N,N,N,9999,99,99,,,,,,,74336,,Sakihama
1341,0758,窪川,クボカワ,74,A,33,12.4,33.2066666667,133,7.7,133.128333333,205,Y,Y,Y,Y,N,9999,99,99,,,,,,,74361,,Kubokawa
1342,47899,室戸岬,ムロトミサキ,74,S,33,15.1,33.2516666667,134,10.6,134.176666667,185,Y,Y,Y,Y,Y,9999,99,99,,,,,,,74372,,Murotomisaki
1343,0760,堂ケ森,ドウガモリ,74,A,33,9.5,33.1583333333,132,52.6,132.876666667,857,Y,N,N,N,N,2005,10,17,2005-10-17 00:00:00,,,,,,,,Dougamori
1344,0761,大正,タイショウ,74,A,33,11.6,33.1933333333,132,58.3,132.971666667,150,Y,N,N,N,N,9999,99,99,,,,,,,74391,,Taishou
1345,47897,宿毛,スクモ,74,S,32,55.2,32.92,132,41.7,132.695,2.2,Y,Y,Y,Y,Y,9999,99,99,,,,,,,74447,,Sukumo
1346,0763,中村,ナカムラ,74,A,32,59.4,32.99,132,55.2,132.92,8,Y,Y,Y,Y,N,9999,99,99,,,,,,,74456,,Nakamura
1347,47898,清水,シミズ,74,S,32,43.3,32.7216666667,133,0.6,133.01,31,Y,Y,Y,Y,Y,9999,99,99,,1938年7月12日までの地点名「足摺」,,,,,74516,,Shimizu
1348,0921,梼原,ユスハラ,74,A,33,23.4,33.39,132,55.3,132.921666667,415,Y,Y,Y,Y,N,9999,99,99,,,,,,,74296,,Yusuhara
1349,0955,田野,タノ,74,A,33,25.6,33.4266666667,134,0.4,134.006666667,17,Y,N,N,N,N,9999,99,99,,,,,,,74276,,Tano
1350,1179,池川,イケガワ,74,A,33,36.5,33.6083333333,133,10.1,133.168333333,150,Y,N,N,N,N,9999,99,99,,,,,,,74101,,Ikegawa
1351,1229,大栃,オオドチ,74,A,33,41.9,33.6983333333,133,52.5,133.875,210,Y,Y,Y,Y,N,9999,99,99,,,,,,,74136,,Oodochi
1352,1233,佐賀,サガ,74,A,33,4.7,33.0783333333,133,6.1,133.101666667,3,Y,Y,Y,Y,N,9999,99,99,,,,,,,74436,,Saga
1353,1235,江川崎,エカワサキ,74,A,33,10.2,33.17,132,47.5,132.791666667,72,Y,Y,Y,Y,N,9999,99,99,,,,,,,74381,,Ekawasaki
1354,1249,後免,ゴメン,74,A,33,35.4,33.59,133,38.6,133.643333333,12,Y,Y,Y,Y,N,9999,99,99,,,,,,,74187,,Gomen
1355,1281,魚梁瀬,ヤナセ,74,A,33,36.9,33.615,134,6.5,134.108333333,450,Y,N,N,N,N,9999,99,99,,,,,,,74151,,Yanase
1356,1351,本川,ホンガワ,74,A,33,45.9,33.765,133,20.3,133.338333333,550,Y,Y,Y,Y,N,9999,99,99,,,,,,,74056,,Hongawa
1357,1476,南国日章,ナンコクニッショウ,74,A,33,32.7,33.545,133,40.1,133.668333333,9,Y,Y,Y,N,N,9999,99,99,,,,,,,74188,,Nankokunisshou
1358,1556,三崎,ミサキ,74,A,32,47.7,32.795,132,52.3,132.871666667,9,Y,N,N,N,N,9999,99,99,,,,,,,74506,,Misaki
1359,0765,須佐,スサ,81,A,34,36.9,34.615,131,37.4,131.623333333,50,Y,Y,Y,Y,N,9999,99,99,,,,,,,81011,,Susa
1360,47754,萩,ハギ,81,S,34,24.6,34.41,131,24.3,131.405,2.2,Y,Y,Y,Y,Y,9999,99,99,,,,,,,81071,,Hagi
1361,0767,徳佐,トクサ,81,A,34,23.9,34.3983333333,131,43.5,131.725,310,Y,Y,Y,Y,N,9999,99,99,,,,,,,81151,,Tokusa
1362,0768,鍋提峠,ナベサゲトウゲ,81,A,34,15.9,34.265,131,5.7,131.095,400,Y,N,N,N,N,2009,11,20,2009-11-20 00:00:00,,,,,,,,Nabesagetouge
1363,0769,秋吉台,アキヨシダイ,81,A,34,14.1,34.235,131,18.4,131.306666667,240,Y,Y,Y,Y,N,9999,99,99,,,,,,,81196,,Akiyoshidai
1364,0770,瀬戸原,セトバラ,81,A,34,12.9,34.215,131,34.9,131.581666667,338,Y,N,N,N,N,1980,11,1,1980-11-01 00:00:00,,,,,,,,Setobara
1365,0771,広瀬,ヒロセ,81,A,34,15.7,34.2616666667,131,57.1,131.951666667,97,Y,Y,Y,Y,N,9999,99,99,,,,,,,81231,,Hirose
1366,0772,豊田,トヨタ,81,A,34,11.2,34.1866666667,131,4.6,131.076666667,40,Y,Y,Y,Y,N,9999,99,99,,2005年2月28日までの地点名「西市」,,,,,81266,,Toyota
1367,0773,桜山,サクラヤマ,81,A,34,8.9,34.1483333333,131,13.1,131.218333333,451,Y,N,N,N,N,2010,3,26,2010-03-26 00:00:00,,,,,,,,Sakurayama
1368,47784,山口,ヤマグチ,81,S,34,9.6,34.16,131,27.2,131.453333333,16.7,Y,Y,Y,Y,Y,9999,99,99,,,,,,,81286,81900,Yamaguchi
1369,0775,防府,ホウフ,81,A,34,2.4,34.04,131,32,131.533333333,4,Y,Y,Y,Y,N,9999,99,99,,,,,,,81371,,Houfu
1370,0776,下松,クダマツ,81,A,34,1.3,34.0216666667,131,52.4,131.873333333,52,Y,Y,Y,Y,N,9999,99,99,,,,,,,81386,,Kudamatsu
1371,47762,下関,シモノセキ,81,S,33,56.9,33.9483333333,130,55.5,130.925,3.3,Y,Y,Y,Y,Y,9999,99,99,,,,,,,81428,,Shimonoseki
1372,0778,宇部,ウベ,81,A,33,55.8,33.93,131,16.7,131.278333333,5,Y,Y,Y,N,N,9999,99,99,,,,,,,81436,,Ube
1373,0779,安下庄,アゲノショウ,81,A,33,54.2,33.9033333333,132,17.5,132.291666667,5,Y,Y,Y,Y,N,9999,99,99,,,,,,,81486,,Agenoshou
1374,0913,玖珂,クガ,81,A,34,5.7,34.095,132,4.5,132.075,68,Y,Y,Y,Y,N,9999,99,99,,,,,,,81397,,Kuga
1375,0939,油谷,ユヤ,81,A,34,22.2,34.37,131,3.3,131.055,20,Y,Y,Y,Y,N,9999,99,99,,,,,,,81116,,Yuya
1376,0940,岩国,イワクニ,81,A,34,9.3,34.155,132,10.7,132.178333333,70,Y,Y,Y,Y,N,9999,99,99,,,,,,,81321,,Iwakuni
1377,0941,周東,シュウトウ,81,A,34,5.3,34.0883333333,132,2.7,132.045,45,Y,N,N,N,N,1977,2,28,1977-02-28 00:00:00,,,,,,,,Shuutou
1378,0942,柳井,ヤナイ,81,A,33,57.5,33.9583333333,132,6.8,132.113333333,3,Y,Y,Y,Y,N,9999,99,99,,,,,,,81481,,Yanai
1379,1100,羅漢山,ラカンザン,81,A,34,21,34.35,132,3.8,132.063333333,945,Y,N,N,N,N,9999,99,99,,,,,,,81167,,Rakanzan
1380,1101,長野山,ナガノヤマ,81,A,34,16.6,34.2766666667,131,52.9,131.881666667,970,Y,N,N,N,N,2010,3,9,2010-03-09 00:00:00,,,,,,,,Naganoyama
1381,1261,和田,ワダ,81,A,34,8.9,34.1483333333,131,44.1,131.735,140,Y,N,N,N,N,9999,99,99,,,,,,,81301,,Wada
1382,1367,篠生,シノブ,81,A,34,18.2,34.3033333333,131,34.6,131.576666667,205,Y,N,N,N,N,9999,99,99,,,,,,,81141,,Shinobu
1383,1614,鹿野,カノ,81,A,34,13.5,34.225,131,48.9,131.815,368,Y,N,N,N,N,9999,99,99,,,,,,,81228,,Kano
1384,1620,東厚保,ヒガシアツ,81,A,34,7.1,34.1183333333,131,10.9,131.181666667,56,Y,N,N,N,N,9999,99,99,,,,,,,81271,,Higashiatsu
1385,0780,八幡,ヤハタ,82,A,33,51.1,33.8516666667,130,44.6,130.743333333,20,Y,Y,Y,Y,N,9999,99,99,,,,,,,82056,,Yahata
1386,0781,小倉,コクラ,82,A,33,50.1,33.835,130,56.8,130.946666667,3,Y,N,N,N,N,1977,2,16,1977-02-16 00:00:00,,,,,,,,Kokura
1387,0782,行橋,ユクハシ,82,A,33,42.7,33.7116666667,130,58.5,130.975,7,Y,Y,Y,Y,N,9999,99,99,,,,,,,82101,,Yukuhashi
1388,0783,篠栗,ササグリ,82,A,33,37.8,33.63,130,32.5,130.541666667,376,Y,N,N,N,N,2009,11,20,2009-11-20 00:00:00,,,,,,,,Sasaguri
1389,47809,飯塚,イイヅカ,82,S,33,39.1,33.6516666667,130,41.6,130.693333333,37.1,Y,Y,Y,Y,Y,9999,99,99,,,,,,,82136,,Iiduka
1390,0785,前原,マエバル,82,A,33,33.6,33.56,130,11.5,130.191666667,2,Y,Y,Y,Y,N,9999,99,99,,,,,,,82171,,Maebaru
1391,47807,福岡,フクオカ,82,S,33,34.9,33.5816666667,130,22.5,130.375,2.5,Y,Y,Y,Y,Y,9999,99,99,,,,,,,82182,82900,Fukuoka
1392,0787,九千部山,クセンブヤマ,82,A,33,25,33.4166666667,130,26.7,130.445,852,Y,N,N,N,N,2010,3,2,2010-03-02 00:00:00,,,,,,,,Kusenbuyama
1393,0788,朝倉,アサクラ,82,A,33,24.3,33.405,130,41.7,130.695,36,Y,Y,Y,Y,N,9999,99,99,,2006年5月31日までの地点名「甘木」,,,,,82261,,Asakura
1394,0789,英彦山,ヒコサン,82,A,33,29.3,33.4883333333,130,55.4,130.923333333,823,Y,N,N,N,N,9999,99,99,,,,,,,82272,,Hikosan
1395,0790,久留米,クルメ,82,A,33,18.1,33.3016666667,130,29.5,130.491666667,7,Y,Y,Y,Y,N,9999,99,99,,,,,,,82306,,Kurume
1396,0791,耳納山,ミノウサン,82,A,33,17.5,33.2916666667,130,37.5,130.625,607,Y,N,N,N,N,9999,99,99,,,,,,,82316,,Minousan
1397,0792,黒木,クロギ,82,A,33,13.4,33.2233333333,130,38.8,130.646666667,144,Y,Y,Y,Y,N,9999,99,99,,,,,,,82317,,Kurogi
1398,0793,大牟田,オオムタ,82,A,33,0.4,33.0066666667,130,28,130.466666667,40,Y,Y,Y,Y,N,9999,99,99,,,,,,,82361,,Oomuta
1399,0943,宗像,ムナカタ,82,A,33,48.5,33.8083333333,130,32.3,130.538333333,7,Y,Y,Y,Y,N,9999,99,99,,,,,,,82046,,Munakata
1400,0944,頂吉,カグメヨシ,82,A,33,44.5,33.7416666667,130,50.6,130.843333333,180,Y,N,N,N,N,2012,2,15,2012-02-15 00:00:00,,,,,,,,Kagumeyoshi
1401,0945,柳川,ヤナガワ,82,A,33,9.6,33.16,130,24.2,130.403333333,7,Y,N,N,N,N,9999,99,99,,,,,,,82331,,Yanagawa
1402,1046,添田,ソエダ,82,A,33,33.6,33.56,130,51.2,130.853333333,120,Y,Y,Y,Y,N,9999,99,99,,,,,,,82206,,Soeda
1403,1141,太宰府,ダザイフ,82,A,33,30.8,33.5133333333,130,30,130.5,27,Y,Y,Y,Y,N,9999,99,99,,,,,,,82191,,Dazaifu
1404,1477,博多,ハカタ,82,A,33,35,33.5833333333,130,27.1,130.451666667,9,Y,Y,Y,N,N,9999,99,99,,,,,,,82186,,Hakata
1405,1527,曽根,ソネ,82,A,33,50.1,33.835,130,56.8,130.946666667,3,Y,Y,Y,N,N,2006,3,15,2006-03-15 00:00:00,,,,,,,,Sone
1406,1590,空港北町,クウコウキタマチ,82,A,33,50.7,33.845,131,2.1,131.035,7,Y,Y,Y,N,N,9999,99,99,,,,,,,82068,,Kuukoukitamachi
1407,1611,早良脇山,サワラワキヤマ,82,A,33,29.3,33.4883333333,130,21.2,130.353333333,83,Y,N,N,N,N,9999,99,99,,,,,,,82241,,Sawarawakiyama
1408,1637,東谷,ヒガシタニ,82,A,33,46.7,33.7783333333,130,51.9,130.865,55,Y,N,N,N,N,9999,99,99,,,,,,,,,Higashitani
1409,0794,中津,ナカツ,83,A,33,35.2,33.5866666667,131,14.7,131.245,12,Y,Y,Y,Y,N,9999,99,99,,,,,,,83051,,Nakatsu
1410,0795,豊後高田,ブンゴタカダ,83,A,33,34.2,33.57,131,26,131.433333333,5,Y,Y,Y,Y,N,9999,99,99,,,,,,,83061,,Bungotakada
1411,0796,武蔵,ムサシ,83,A,33,28.7,33.4783333333,131,44.2,131.736666667,5,Y,Y,Y,N,N,9999,99,99,,,,,,,83126,,Musashi
1412,0797,伏木,フシキ,83,A,33,22.5,33.375,130,58.9,130.981666667,420,Y,N,N,N,N,2005,3,31,2005-03-31 00:00:00,,,,,,,,Fushiki
1413,47814,日田,ヒタ,83,S,33,19.3,33.3216666667,130,55.7,130.928333333,82.9,Y,Y,Y,Y,Y,9999,99,99,,,,,,,83137,,Hita
1414,0799,湯布院,ユフイン,83,A,33,15.2,33.2533333333,131,20.8,131.346666667,435,Y,Y,Y,Y,N,9999,99,99,,,,,,,83201,,Yufuin
1415,47815,大分,オオイタ,83,S,33,14.1,33.235,131,37.1,131.618333333,4.6,Y,Y,Y,Y,Y,9999,99,99,,,,,,,83216,,Ooita
1416,0801,佐賀関,サガノセキ,83,A,33,14.9,33.2483333333,131,51.9,131.865,1,Y,N,N,N,N,9999,99,99,,,,,,,83226,,Saganoseki
